"nr","cod_lmi","cod_lmi_jud","cod_lmi_nat","cod_lmi_grupa","cod_lmi_val","cod_lmi_num","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","latitudine_y","longitudine_x","cota","adresa","observatii_adresa","cod_postal","strada_nume","strada_numar","tip_patrimoniu","program_arhitectura","tip_monument","datare","fotografiat","existent","constructie_noua","stare_generala","observatii","observatii_cc"
1187,"B-II-m-B-19158","B","II","m","B",19158,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4408664,26.1081536,,"Str. Masaryk Thomas 29 sector 2",,,"Str. Masaryk Thomas",29,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1188,"B-II-m-B-19159","B","II","m","B",19159,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4407086766891,26.1079006446955,,"Str. Masaryk Thomas 34 sector 2",,,"Str. Masaryk Thomas",34,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1189,"B-II-m-B-19161","B","II","m","B",19161,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4542338,26.12546,,"Str. Mașina de Pâine 47 sector 2",,,"Str. Mașina de Pâine",47,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1190,"B-II-m-B-19162","B","II","m","B",19162,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4575408,26.1279877,,"Str. Mașina de Pâine 135 sector 2",,,"Str. Mașina de Pâine",135,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX",,,,,,"nu cred ca mai exista acest monument. De verificat!"
1191,"B-II-m-B-20985","B","II","m","B",20985,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă Ștefan Lilovici",44.4306717,26.1124652,,"Str. Matei Basarab 29 sector 3",,,"Str. Matei Basarab",29,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","1914 - 1920","DA","DA","NU","PUTERNIC DEGRADAT",".",
1192,"B-II-a-B-18079","B","II","a","B",18079,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Ansamblul Colegiul Național ""Matei Basarab""",44.4302446439999,26.1136369439861,,"Str. Matei Basarab 32-34 sector 3",,,"Str. Matei Basarab","32-34","Patrimoniu reprezentativ","Clădire pentru învățământ",,"sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".","a fost adăugat ulterior în baza de date"
1193,"B-II-m-B-18079.01","B","II","m","B",18079.01,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Corp central",44.4302782,26.1134749,,"Str. Matei Basarab 32-34 sector 3",,,"Str. Matei Basarab","32-34","Patrimoniu reprezentativ","Clădire pentru învățământ",,1883,"DA","DA","NU","REABILITAT",".",
1194,"B-II-m-B-18079.02","B","II","m","B",18079.02,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Corp lateral",44.4302782,26.1134749,,"Str. Matei Basarab 32-34 sector 3",,,"Str. Matei Basarab","32-34","Patrimoniu reprezentativ","Clădire pentru învățământ",,1928,"DA","DA","NU","REABILITAT",".",
1195,"B-II-m-B-18080","B","II","m","B",18080,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4304086775402,26.1156210174131,,"Str. Matei Basarab 46 sector 3",,,"Str. Matei Basarab",46,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1196,"B-II-m-B-18081","B","II","m","B",18081,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4304244005046,26.1158285959829,,"Str. Matei Basarab 48 sector 3",,,"Str. Matei Basarab",48,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1197,"B-II-m-B-18082","B","II","m","B",18082,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4306396245636,26.1157359428964,,"Str. Matei Basarab 49 sector 3",,,"Str. Matei Basarab",49,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1198,"B-II-m-B-18083","B","II","m","B",18083,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4304192784095,26.1160265973385,,"Str. Matei Basarab 50 sector 3",,,"Str. Matei Basarab",50,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","CONSERVAT",".","pe PMB apare o singura parcela cu numarul 50-52"
1199,"B-II-m-B-18084","B","II","m","B",18084,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4306443123928,26.1159284279745,,"Str. Matei Basarab 51 sector 3",,,"Str. Matei Basarab",51,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","PUTERNIC DEGRADAT",".",
1200,"B-II-m-B-18085","B","II","m","B",18085,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4304111173373,26.1161697419936,,"Str. Matei Basarab 52 sector 3",,,"Str. Matei Basarab",52,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","PUTERNIC DEGRADAT",".","pe PMB apare o singura parcela cu numarul 50-52"
1201,"B-II-m-B-18086","B","II","m","B",18086,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4303970900243,26.1163887645384,,"Str. Matei Basarab 54 sector 3",,,"Str. Matei Basarab",54,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1202,"B-II-m-B-18087","B","II","m","B",18087,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4303554158375,26.1167058885358,,"Str. Matei Basarab 58 sector 3",,,"Str. Matei Basarab",58,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".","pe PMB apare adresa 58-66"
1203,"B-II-m-B-18088","B","II","m","B",18088,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă, corpurile C5-integral și C4-parțial",44.4305809013459,26.1168341493466,,"Str. Matei Basarab 59 sector 3",,,"Str. Matei Basarab",59,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","PUTERNIC DEGRADAT","ÎN REABILITARE",
1204,"B-II-m-B-18089","B","II","m","B",18089,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4306186028718,26.1171500584969,,"Str. Matei Basarab 61 sector 3",,,"Str. Matei Basarab",61,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1205,"B-II-m-B-18090","B","II","m","B",18090,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4306525,26.1173135,,"Str. Matei Basarab 63 sector 3",,,"Str. Matei Basarab",63,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1206,"B-II-m-B-19163","B","II","m","B",19163,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4383446741922,26.1257015447877,,"Str. Matei Voievod 22A sector 2",,,"Str. Matei Voievod","22A","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1207,"B-II-m-B-19164","B","II","m","B",19164,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4384086552193,26.1262730809048,,"Str. Matei Voievod 31 sector 2",,,"Str. Matei Voievod",31,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
1208,"B-II-m-B-19165","B","II","m","B",19165,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.438121,26.126483,,"Str. Matei Voievod 32 sector 2",,,"Str. Matei Voievod",32,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1209,"B-II-m-B-19166","B","II","m","B",19166,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4383131551445,26.1267130574487,,"Str. Matei Voievod 33A sector 2",,,"Str. Matei Voievod","33A","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1210,"B-II-m-B-19167","B","II","m","B",19167,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4383582503788,26.1264939623565,,"Str. Matei Voievod 33 sector 2",,,"Str. Matei Voievod",33,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1211,"B-II-m-B-19168","B","II","m","B",19168,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4382874346297,26.1268367295442,,"Str. Matei Voievod 35 sector 2",,,"Str. Matei Voievod",35,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1212,"B-II-m-B-19169","B","II","m","B",19169,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4334201855619,26.1036206586697,,"Str. Mavrogheni Nicolae 2 sector 3",,,"Str. Mavrogheni Nicolae",2,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","PUTERNIC DEGRADAT",".",
1213,"B-II-m-B-19171","B","II","m","B",19171,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4335028263804,26.1044057566285,,"Str. Mavrogheni Nicolae 8bis sector 3",,,"Str. Mavrogheni Nicolae","8bis","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".","de verificat unde e, pe PMB se dublează niste adrese"
1214,"B-II-m-B-19172","B","II","m","B",19172,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4336279913668,26.1044519974908,,"Str. Mavrogheni Nicolae 13 sector 3",,,"Str. Mavrogheni Nicolae",13,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","RENOVAT",".",
1215,"B-II-m-A-19173","B","II","m","A",19173,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Muzeul de Istorie al Comunității Evreiești din România - Templul ""Unirea Sfântă""",44.4284122285463,26.1079527408884,,"Str. Mămulari 3 sector 3",,,"Str. Mămulari",3,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1216,"B-II-a-A-21045","B","II","a","A",21045,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Ansamblul Institutului de Cercetări Agronomice al României, azi Academia de Științe Agricole și Silvice ""Gheorghe Ionescu Sisești""",44.4701435455562,26.0644641978929,,"Bd. Mărăști 61 sector 1",,,"Bd. Mărăști",61,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,"1928 - 1937","DA","DA","NU","CONSERVAT",".","a fost adăugat ulterior în baza de date"
1217,"B-II-m-A-21045.01","B","II","m","A",21045.01,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Clădirea Institutului de Cercetări Agronomice al României (ICAR)",44.4712615307816,26.0648716679692,,"Bd. Mărăști 61 sector 1",,,"Bd. Mărăști",61,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,"1928 - 1937","DA","DA","NU","CONSERVAT",".","de stabilit care e fiecare cladire in parte!?"
1218,"B-II-m-A-21045.02","B","II","m","A",21045.02,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Camera de gazogen",44.4699290154588,26.0662693235211,,"Bd. Mărăști 61 sector 1",,,"Bd. Mărăști",61,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,"1928 - 1937","NU",".",".",".",".","de stabilit care e fiecare cladire in parte!?"
1219,"B-II-m-A-21045.03","B","II","m","A",21045.03,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Camera de dezinfecție",44.4704017797868,26.0652275385389,,"Bd. Mărăști 61 sector 1",,,"Bd. Mărăști",61,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,"1928 - 1937","NU",".",".",".",".","de stabilit care e fiecare cladire in parte!?"
1220,"B-II-m-A-21045.04","B","II","m","A",21045.04,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Sera",44.4708587603279,26.069518854309,,"Bd. Mărăști 61 sector 1",,,"Bd. Mărăști",61,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,"1937 - 1941","NU",".",".",".",".","de stabilit care e fiecare cladire in parte!?"
1221,"B-II-m-A-21045.05","B","II","m","A",21045.05,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă zilierilor",44.4706136237777,26.0673001543393,,"Bd. Mărăști 61 sector 1",,,"Bd. Mărăști",61,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","1937 - 1941","NU",".",".",".",".","de stabilit care e fiecare cladire in parte!?"
1222,"B-II-m-A-21045.06","B","II","m","A",21045.06,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Parcul dendrologic",44.4711902525901,26.0687330578385,,"Bd. Mărăști 61 sector 1",,,"Bd. Mărăști",61,"Patrimoniu reprezentativ","Amenajare peisajeră-agrement",,"prima jum. sec. XX","NU",".",".",".",".","de stabilit care e fiecare cladire in parte!?"
1223,"B-II-m-A-21045.07","B","II","m","A",21045.07,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Gard, dinspre bd. Mărăști",44.4710115129536,26.0668228426937,,"Bd. Mărăști 61 sector 1",,,"Bd. Mărăști",61,"Patrimoniu reprezentativ","Amenajare peisajeră-agrement",,1933,"NU",".",".",".",".","de stabilit care e fiecare cladire in parte!?"
1224,"B-II-m-B-19174","B","II","m","B",19174,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179178,"Sector 4","Casă Tudor Arghezi",44.398397464957,26.1184244474332,,"Str. Mărțișor 26 sector 4",,,"Str. Mărțișor",26,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX",,,,,,"pe PMB apare 26-32"
1225,"B-II-m-B-19176","B","II","m","B",19176,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă Zentler",44.4339156454159,26.1123845818499,,"Str. Mântuleasa 10 sector 2",,,"Str. Mântuleasa",10,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1910,,,,,,
1226,"B-II-m-B-19177","B","II","m","B",19177,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4356034,26.113123,,"Str. Mântuleasa 17 sector 2",,,"Str. Mântuleasa",17,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1227,"B-II-m-B-19178","B","II","m","B",19178,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4356945,26.113243,,"Str. Mântuleasa 19 sector 2",,,"Str. Mântuleasa",19,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1228,"B-II-a-A-19179","B","II","a","A",19179,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Ansamblul Bisericii Mântuleasa",44.4351812216023,26.113148314078,,"Str. Mântuleasa 20 sector 1",,,"Str. Mântuleasa",20,"Patrimoniu religios","Clădire de cult",,"sec. XVIII - XX","DA","DA","NU","REABILITAT",".","a fost adăugat ulterior în baza de date"
1229,"B-II-m-A-19179.01","B","II","m","A",19179.01,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Biserica ""Sfinții Arhangheli Mihail și Gavril"" - Mântuleasa",44.4351706,26.1130388,,"Str. Mântuleasa 20 sector 2",,,"Str. Mântuleasa",20,"Patrimoniu religios","Clădire de cult","Biserică",1734,"DA","DA","NU","REABILITAT",".",
1230,"B-II-m-A-19179.02","B","II","m","A",19179.02,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă parohială",44.4351706,26.1130388,,"Str. Mântuleasa 20 sector 2",,,"Str. Mântuleasa",20,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
1231,"B-II-m-B-19180","B","II","m","B",19180,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4360412493902,26.1135011800059,,"Str. Mântuleasa 21 sector 2",,,"Str. Mântuleasa",21,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - înc. sec. XX","DA","DA","NU","REABILITAT",".",
1232,"B-II-m-B-19181","B","II","m","B",19181,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4361315722078,26.113633105336,,"Str. Mântuleasa 23 sector 2",,,"Str. Mântuleasa",23,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - înc. sec. XX","DA","DA","NU","DEGRADAT",".",
1233,"B-II-m-B-19182","B","II","m","B",19182,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă arh. Paul Smărăndescu",44.4362309588867,26.1137548823599,,"Str. Mântuleasa 25 sector 2",,,"Str. Mântuleasa",25,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - înc. sec. XX","DA","DA","NU","CONSERVAT",".",
1234,"B-II-m-B-20996","B","II","m","B",20996,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă D.R. loanițescu",44.4369706,26.113892,,"Str. Mântuleasa 33 sector 2",,,"Str. Mântuleasa",33,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1922,"DA","DA","NU","REABILITAT",".",
1235,"B-II-m-B-19183","B","II","m","B",19183,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4365559,26.1141466,,"Str. Mântuleasa 34 sector 2",,,"Str. Mântuleasa",34,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1902,"DA","DA","NU","DEGRADAT",".",
1236,"B-II-m-B-19185","B","II","m","B",19185,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Ștefan Luchian",44.4449800051433,26.0963047759286,,"Str. Mendeleev D. I. 29 sector 1",,,"Str. Mendeleev D. I.",29,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
1237,"B-II-m-B-19186","B","II","m","B",19186,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4452260656326,26.0965987731562,,"Str. Mendeleev D. I. 34 sector 1",,,"Str. Mendeleev D. I.",34,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","CONSERVAT",".","de verificat"
1238,"B-II-m-B-19187","B","II","m","B",19187,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.445368922198,26.0961895364492,,"Str. Mendeleev D. I. 35 sector 1",,,"Str. Mendeleev D. I.",35,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","PUTERNIC DEGRADAT",".",
1239,"B-II-m-B-20974","B","II","m","B",20974,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Demostene M. Cuculi",44.4438917939553,26.0989106617887,,"Str. Michelet Jules 8 sector 1",,,"Str. Michelet Jules",8,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1892,"DA","DA","NU","REABILITAT",".",
1240,"B-II-m-B-19188","B","II","m","B",19188,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4440085351979,26.1005346536687,,"Str. Michelet Jules 24 sector 1",,,"Str. Michelet Jules",24,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","NU","DA","NU","REABILITAT","AMBASADĂ","de verificat daca e parcela de colt sau nu"
