cod_lmi;SIRSUP;rang;UAT;SIRUTA;localitate;SIRINF;sector;adresa;strada_nume;strada_numar;cod_lmi_jud;cod_lmi_nat;cod_lmi_grupa;cod_lmi_val;cod_lmi_num;tip_patrimoniu;program;tip_monument;denumire;observatii_adresa;fotografiat;Inexistent;constructie_noua;stare;observatii;observatii_corina;datare;x;y
B-II-m-B-19484;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Bd. Protopopescu Pache 62 sector 2;Bd. Protopopescu Pache;62;B;II;m;B;19484;;;;"Colegiul Național ""Mihai Viteazul""";;;;;;;trebuie verificat, nu sunt clare adresele PMB si nici google;înc. sec. XX;26.1251258;44.4394141
B-II-m-B-19485;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Piața Protopopescu Pache 3 sector 2;Piața Protopopescu Pache;3;B;II;m;B;19485;;;;Imobil;;DA;NU;NU;CONSERVAT;.;trebuie verificat, nu sunt clare adresele PMB si nici google;înc. sec. XX;26.1158994642272;44.4383744735256
B-II-m-B-19486;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Piața Protopopescu Pache 9, colț cu Bd. Pache Protopopescu nr. 2 sector 2;Piața Protopopescu Pache;9;B;II;m;B;19486;;;;Imobil;;;;;;;trebuie verificat, nu sunt clare adresele PMB si nici google;înc. sec. XX;26.1157655012079;44.4378489060435
B-II-m-B-19487;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Piața Protopopescu Pache 13 sector 2;Piața Protopopescu Pache;13;B;II;m;B;19487;;;;Imobil;;;;;;;trebuie verificat, nu sunt clare adresele PMB si nici google;înc. sec. XX;26.116222;44.437736
B-II-m-B-19522;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 3 sector 1;Str. Râmniceanu Naum;3;B;II;m;B;19522;;;;Imobil;;DA;NU;NU;REABILITAT;Coincide B-II-m-B-19520;;1954 - 1956;26.0977921;44.4558375
B-II-m-B-19488;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Piața Protopopescu Pache 14 sector 2;Piața Protopopescu Pache;14;B;II;m;B;19488;;;;Imobil;;DA;DA;DA;.;.;trebuie verificat, nu sunt clare adresele PMB si nici google;înc. sec. XX;26.1166508106247;44.4385482887057
B-II-m-B-19489;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Puțul cu Plopi 10 sector 1;Str. Puțul cu Plopi;10;B;II;m;B;19489;;;;Casa Constantin Tănase;;DA;NU;NU;DEGRADAT;.;;prima jum. sec. XX;26.088978;44.4407898
B-II-m-B-19490;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Puțul de Piatră 5 sector 1;Str. Puțul de Piatră;5;B;II;m;B;19490;;;;Casa Cornel Medrea;;DA;NU;NU;REABILITAT;.;;prima jum. sec. XX;26.0889967411008;44.4500443152217
B-II-m-B-19491;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Rabat 1 sector 1;Str. Rabat;1;B;II;m;B;19491;;;;Vilă;;DA;NU;NU;REABILITAT;.;;prima jum. sec. XX;26.0886560625195;44.4590532107738
B-II-m-B-19492;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Rabat 5 sector 1;Str. Rabat;5;B;II;m;B;19492;;;;Vilă;;NU;NU;NU;CONSERVAT;AMBASADĂ;;sf. sec. XIX - prima jum. sec. XX;26.0891989694819;44.4590662498135
B-II-m-B-19493;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Rabat 7 sector 1;Str. Rabat;7;B;II;m;B;19493;;;;Vilă;;NU;NU;NU;CONSERVAT;AMBASADĂ;;prima jum. sec. XX;26.0895899428415;44.4590762910549
B-II-m-B-19494;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Rabat 16 sector 1;Str. Rabat;16;B;II;m;B;19494;;;;Vilă;;NU;NU;NU;CONSERVAT;VEGETAȚIE;;înc. sec. XX;26.090208472897;44.4588780496456
B-II-m-B-19495;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Rabat 19 sector 1;Str. Rabat;19;B;II;m;B;19495;;;;Casa Candiano;;DA;NU;NU;REABILITAT;.;;1911;26.0913565;44.4590719
B-II-m-B-19496;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Rabat 20 sector 1;Str. Rabat;20;B;II;m;B;19496;;;;Vilă;;NU;NU;NU;REABILITAT;AMBASADĂ;;înc. sec. XX;26.0908395107384;44.458869442511
B-II-m-B-19497;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179178;Sector 4;Str. Racoviță Dimitrie 12 sector 4;Str. Racoviță Dimitrie;12;B;II;m;B;19497;;;;Casa Simion Mehedinți;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1156206887722;44.4371016592936
B-II-a-A-19498;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179178;Sector 4;Str. Radu Vodă 24A sector 4;Str. Radu Vodă;24A;B;II;a;A;19498;;;;Ansamblul Mănăstirii Radu Vodă;;;;;;;a fost adăugat ulterior în baza de date;sec. XVI - XIX;26.1073938232581;44.4242784632169
B-II-m-A-19498.01;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179178;Sector 4;Str. Radu Vodă 24A sector 4;Str. Radu Vodă;24A;B;II;m;A;19498.01;;;;"Biserica ""Sf. Troiță"" - Radu Vodă";;;;;;;;sec. XVI;26.1078124163908;44.4236151199007
B-II-m-A-19498.02;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179178;Sector 4;Str. Radu Vodă 24A sector 4;Str. Radu Vodă;24A;B;II;m;A;19498.02;;;;Case domnești -ruine;;;;;;;;sec. XVI - XIX;26.1073194932107;44.4235644278341
B-II-m-A-19498.03;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179178;Sector 4;Str. Radu Vodă 24A sector 4;Str. Radu Vodă;24A;B;II;m;A;19498.03;;;;Turn clopotniță;;;;;;;;sec. XVII-XIX;26.1075932178641;44.423957754554
B-II-m-A-19498.04;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179178;Sector 4;Str. Radu Vodă 24A sector 4;Str. Radu Vodă;24A;B;II;m;A;19498.04;;;;Corpul C4 - chilii;;;;;;;;1893;26.1072837755319;44.4236348068267
B-II-m-B-19498.05;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179178;Sector 4;Str. Radu Vodă 24A sector 4;Str. Radu Vodă;24A;B;II;m;B;19498.05;;;;Corpul C2 - chilii, fără extinderea de pe latura de vest, partea de nord;;;;;;;;1908 - 1909;26.1076487732793;44.4236915865611
B-II-m-B-19499;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179178;Sector 4;Str. Radu Vodă 26 sector 4;Str. Radu Vodă;26;B;II;m;B;19499;;;;Casă;;;;;;;;sec. XIX;26.1082769933116;44.4234173698127
B-II-m-A-19500;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179178;Sector 4;Str. Radu Vodă 33 sector 4;Str. Radu Vodă;33;B;II;m;A;19500;;;;"Biserica ""Sf. Atanasie și Chirii"" - Bucur";;DA;NU;NU;REABILITAT;.;de verificat, eu am verificat cu Google;sec. XVIII;26.1089973493183;44.4235076844085
B-II-m-B-19501;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 147-159 sector 5;Calea Rahovei;147-159;B;II;m;B;19501;;;;"Palatul și Fabrica de bere ""Bragadiru""";;DA;NU;NU;RENOVAT;.;apar neconcordante la adrese. Punctul e pozitionat corect;1894 - 1895;26.0868939239879;44.4214595347852
B-II-m-B-19502;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 163 sector 5;Calea Rahovei;163;B;II;m;B;19502;;;;Casă;;;;;;;de verificat, nu apare adresa pe PMB;sf. sec. XIX - prima jum. sec. XX;26.0840355170871;44.4193338689619
B-II-m-B-19503;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 169 sector 5;Calea Rahovei;169;B;II;m;B;19503;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.0833557416092;44.4187240162336
B-II-m-B-19504;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 171 sector 5;Calea Rahovei;171;B;II;m;B;19504;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.0833311967106;44.4186231232165
B-II-m-B-19505;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 173 sector 5;Calea Rahovei;173;B;II;m;B;19505;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.0832030519203;44.4186343385493
B-II-m-B-19506;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 181 sector 5;Calea Rahovei;181;B;II;m;B;19506;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0827378235037;44.4182137277597
B-II-m-B-19507;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 189 sector 5;Calea Rahovei;189;B;II;m;B;19507;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0816576308728;44.417264740278
B-II-m-B-19508;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 196 sector 5;Calea Rahovei;196;B;II;m;B;19508;;;;Vama antrepozite;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.0842064116024;44.4200373893198
B-II-m-B-19509;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 200 sector 5;Calea Rahovei;200;B;II;m;B;19509;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.082340760392;44.4183498564507
B-II-m-B-19510;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 216 sector 5;Calea Rahovei;216;B;II;m;B;19510;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0811473959531;44.4174209109741
B-II-m-B-19511;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 218 sector 5;Calea Rahovei;218;B;II;m;B;19511;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.0810518619642;44.4173461210779
B-II-m-B-19512;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 220 sector 5;Calea Rahovei;220;B;II;m;B;19512;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0809352777301;44.4172359761298
B-II-m-B-19513;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 222 sector 5;Calea Rahovei;222;B;II;m;B;19513;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0808284190578;44.4171703183115
B-II-m-B-19514;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Calea Rahovei 232 sector 5;Calea Rahovei;232;B;II;m;B;19514;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0798635802701;44.4166067828624
B-II-m-B-19515;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Rădulescu Heliade Ion 15 sector 2;Str. Rădulescu Heliade Ion;15;B;II;m;B;19515;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;înc. sec. XX;26.1298723132258;44.4476419872382
B-II-m-B-19516;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Rădulescu Heliade Ion 27 sector 2;Str. Rădulescu Heliade Ion;27;B;II;m;B;19516;;;;Casă;;;;;;;;înc. sec. XX;26.1303306871652;44.4480251736313
B-II-m-B-19517;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Rădulescu Heliade Ion 33 sector 2;Str. Rădulescu Heliade Ion;33;B;II;m;B;19517;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;înc. sec. XX;26.1307690744992;44.4482175081561
B-II-m-B-19518;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Răzoare 2 sector 5;Str. Răzoare;2;B;II;m;B;19518;;;;Fostele grajduri regale;;;;;;;!!! Trebuie verificat, nu imi e clar unde sunt grajdurile!!!;sf. sec. XIX - prima jum. sec. XX;26.0596476148351;44.429728313736
B-II-m-B-19520;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 1 sector 1;Str. Râmniceanu Naum;1;B;II;m;B;19520;;;;Imobil;;DA;NU;NU;REABILITAT;Coincide B-II-m-B-19522;;1954 - 1956;26.0976191695988;44.4557314202942
B-II-m-B-19521;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 2 sector 1;Str. Râmniceanu Naum;2;B;II;m;B;19521;;;;Imobil;;NU;NU;NU;CONSERVAT;VEGETAȚIE;pe PMB apare doar o parcela cu numarul 2-4;prima jum. sec. XX;26.0980158;44.4556619
B-II-m-B-19523;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 4 sector 1;Str. Râmniceanu Naum;4;B;II;m;B;19523;;;;Imobil;;NU;NU;NU;CONSERVAT;VEGETAȚIE;pe PMB apare doar o parcela cu numarul 2-4;prima jum. sec. XX;26.0981476069706;44.4557670149864
B-II-m-B-19524;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 5 sector 1;Str. Râmniceanu Naum;5;B;II;m;B;19524;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;1938;26.0980977481687;44.45600121596
B-II-m-B-19525;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 6 sector 1;Str. Râmniceanu Naum;6;B;II;m;B;19525;;;;Imobil;;NU;NU;NU;CONSERVAT;VEGETAȚIE;;prima jum. sec. XX;26.0982946161586;44.4558867573062
B-II-m-B-19527;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 8 sector 1;Str. Râmniceanu Naum;8;B;II;m;B;19527;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.0984629;44.4560093
B-II-m-B-19528;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 9 sector 1;Str. Râmniceanu Naum;9;B;II;m;B;19528;;;;Imobil;;DA;NU;NU;CONSERVAT;;;prima jum. sec. XX;26.0983462415281;44.4561767267624
B-II-m-B-19529;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 10 sector 1;Str. Râmniceanu Naum;10;B;II;m;B;19529;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.0986096;44.4560943
B-II-m-B-19530;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 11 sector 1;Str. Râmniceanu Naum;11;B;II;m;B;19530;;;;Imobil;;DA;NU;NU;RENOVAT;.;;1936;26.0982950626294;44.4562867758644
B-II-m-B-19531;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 12 sector 1;Str. Râmniceanu Naum;12;B;II;m;B;19531;;;;Imobil;;DA;NU;NU;RENOVAT;.;;prima jum. sec. XX;26.0988100389589;44.4562042960794
B-II-m-B-19532;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 13 sector 1;Str. Râmniceanu Naum;13;B;II;m;B;19532;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.0982497265749;44.4564177897923
B-II-m-B-19533;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 14 sector 1;Str. Râmniceanu Naum;14;B;II;m;B;19533;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;1932;26.0988962;44.456264
B-II-m-B-19534;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 15 sector 1;Str. Râmniceanu Naum;15;B;II;m;B;19534;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.0983761491566;44.4565030761432
B-II-m-B-19535;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 16 sector 1;Str. Râmniceanu Naum;16;B;II;m;B;19535;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.099011900987;44.4563330492372
B-II-m-B-19536;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 17 sector 1;Str. Râmniceanu Naum;17;B;II;m;B;19536;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.0985091916423;44.4564092475154
B-II-m-B-19537;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 18 sector 1;Str. Râmniceanu Naum;18;B;II;m;B;19537;;;;Imobil;;DA;NU;NU;REABILITAT;.;;prima jum. sec. XX;26.0991535620495;44.4564163666693
B-II-m-B-19538;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Râmniceanu Naum 20 sector 1;Str. Râmniceanu Naum;20;B;II;m;B;19538;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.0992795;44.4564659
B-II-m-B-19539;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Râureanu dr. 4 sector 5;Str. Râureanu dr.;4;B;II;m;B;19539;;;;Casă;;DA;NU;NU;RENOVAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0961307;44.4310637
B-II-m-B-19540;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Râureanu dr. 10 sector 5;Str. Râureanu dr.;10;B;II;m;B;19540;;;;Casă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX - prima jum. sec. XX;26.095680279778;44.43109571013
B-II-m-B-19541;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Râureanu dr. 12 sector 5;Str. Râureanu dr.;12;B;II;m;B;19541;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0955826535297;44.4311392385104
B-II-m-A-19542;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Remus 6 sector 3;Str. Remus;6;B;II;m;A;19542;;;;Casa Stanovici;;DA;NU;NU;REABILITAT;.;;1912;26.1158011755587;44.432502459844
B-II-m-B-19543;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Ritmului 1 sector 2;Str. Ritmului;1;B;II;m;B;19543;;;;Imobil;;DA;NU;NU;REABILITAT;.;;înc. sec. XX;26.1320874301626;44.4447052815069
B-II-m-B-19545;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 1-1bis sector 3;Str. Robescu C. F.;1-1bis;B;II;m;B;19545;;;;Casă;;DA;NU;NU;REABILITAT;.;de verificat care e 1bis;sf. sec. XIX;26.1079304496348;44.4328070927204
B-II-m-B-19546;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 2 sector 3;Str. Robescu C. F.;2;B;II;m;B;19546;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;prima jum. sec. XX;26.1080331964672;44.4326417453499
B-II-m-B-19547;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 3 sector 3;Str. Robescu C. F.;3;B;II;m;B;19547;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1082198301931;44.4328133136968
B-II-m-B-19548;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 5 sector 3;Str. Robescu C. F.;5;B;II;m;B;19548;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1084337657592;44.4328448889685
B-II-m-B-19549;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 6 sector 3;Str. Robescu C. F.;6;B;II;m;B;19549;;;;Casă;;DA;NU;NU;DEGRADAT;.;;înc. sec. XX;26.1085202700539;44.4326419559579
B-II-m-B-19550;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 7 sector 3;Str. Robescu C. F.;7;B;II;m;B;19550;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1091123839626;44.43278509768
B-II-m-B-19551;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 8 sector 3;Str. Robescu C. F.;8;B;II;m;B;19551;;;;Casă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX;26.1091186834974;44.4325479782115
B-II-m-B-19552;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 9 sector 3;Str. Robescu C. F.;9;B;II;m;B;19552;;;;Casă;;DA;NU;NU;RENOVAT;.;;sf. sec. XIX;26.1093097229328;44.4327054306381
B-II-m-B-19553;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 10 sector 3;Str. Robescu C. F.;10;B;II;m;B;19553;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1093366001671;44.4325043795729
B-II-m-B-19554;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 11 sector 3;Str. Robescu C. F.;11;B;II;m;B;19554;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1095184524001;44.4326931903455
B-II-m-B-19555;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 12 sector 3;Str. Robescu C. F.;12;B;II;m;B;19555;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1094932095113;44.4324691567791
B-II-m-B-19556;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 12A sector 3;Str. Robescu C. F.;12A;B;II;m;B;19556;;;;Casă cu prăvălie;;DA;NU;NU;RENOVAT;.;pe PMB apare doar o parcela cu numarul 12;sf. sec. XIX;26.1095938846338;44.4324396663741
B-II-m-B-19557;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 13 sector 3;Str. Robescu C. F.;13;B;II;m;B;19557;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX;26.1096844485131;44.432636969751
B-II-m-B-19558;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 15 sector 3;Str. Robescu C. F.;15;B;II;m;B;19558;;;;Casă;;DA;NU;NU;RENOVAT;.;;sf. sec. XIX;26.1099139560519;44.4326321176858
B-II-m-B-19559;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 16 sector 3;Str. Robescu C. F.;16;B;II;m;B;19559;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1098176208098;44.4324167358136
B-II-m-B-19560;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 17 sector 3;Str. Robescu C. F.;17;B;II;m;B;19560;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1100917474;44.4326161356255
B-II-m-B-19561;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 18 sector 3;Str. Robescu C. F.;18;B;II;m;B;19561;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1099942367439;44.4323877921405
B-II-m-B-19562;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 18A sector 3;Str. Robescu C. F.;18A;B;II;m;B;19562;;;;"Biserica ""Sf. Mina""";;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1102269853533;44.4323634765965
B-II-m-B-19563;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 19 sector 3;Str. Robescu C. F.;19;B;II;m;B;19563;;;;Casă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX;26.1103366710876;44.4326149975118
B-II-m-B-19564;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Robescu C. F. 21 sector 3;Str. Robescu C. F.;21;B;II;m;B;19564;;;;Casă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX;26.1105374688924;44.4326354380205
B-II-m-B-19598;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Romulus 18 sector 2;Str. Romulus;18;B;II;m;B;19598;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1142179268795;44.4337633239525
B-II-m-B-19565;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Roma 7 sector 1;Str. Roma;7;B;II;m;B;19565;;;;Administrația Financiară Sector 1;;DA;NU;NU;DETERIORAT;.;;prima jum. sec. XX;26.0941589;44.4538931
B-II-m-B-19566;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Roma 14 sector 1;Str. Roma;14;B;II;m;B;19566;;;;Vilă;;DA;NU;NU;PUTERNIC DETERIORAT;.;;prima jum. sec. XX;26.0948145515599;44.4537449292592
B-II-m-B-19567;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Roma 15 sector 1;Str. Roma;15;B;II;m;B;19567;;;;Vilă;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.0942875305437;44.4546389381932
B-II-m-B-19568;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Roma 20 sector 1;Str. Roma;20;B;II;m;B;19568;;;;Vilă;;NU;NU;NU;CONSERVAT;DE REVENIT;;prima jum. sec. XX;26.0947450835378;44.4541466449052
B-II-m-B-19569;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Roma 22 sector 1;Str. Roma;22;B;II;m;B;19569;;;;Vilă;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.0946984357631;44.4542705551634
B-II-m-B-19570;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Roma 28 sector 1;Str. Roma;28;B;II;m;B;19570;;;;Vilă;;NU;NU;NU;CONSERVAT;VEGETAȚIE;;prima jum. sec. XX;26.0946915;44.454545
